"external_gene_name"	"length"	"biotype"	"protein_coding"	"antisense"	"processed_pseudogene"	"transcribed_processed_pseudogene"	"X3prime_overlapping_ncRNA"	"lincRNA"	"retained_intron"	"sense_intronic"	"sense_overlapping"	"miRNA"	"piRNA"	"rRNA"	"siRNA"	"snRNA"	"snoRNA"	"tRNA"	"vaultRNA"	"macro_lncRNA"	"bidlncRNA"	"processed_transcript"	"misc_RNA"	"transcribed_unprocessed_pseudogene"	"TEC"	"transcribed_unitary_pseudogene"	"unprocessed_pseudogene"
"gen11023 "	" LRRC49 "	200418	" protein_coding "	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11025 "	" SMAD6 "	80620	" protein_coding "	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11027 "	" GLCE "	111633	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11029 "	" INTS14 "	32536	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11031 "	" PARP16 "	66158	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11033 "	" SEMA7A "	24669	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11035 "	" MAPK8IP3 "	64134	" protein_coding "	4	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11037 "	" GTF2A2 "	19479	" protein_coding "	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11039 "	" ANP32A "	42362	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11041 "	" UBE2Q2 "	57793	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11043 "	" ETFA "	96117	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11045 "	" HMG20A "	65195	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11047 "	" TSPAN3 "	42580	" protein_coding "	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11049 "	" NEIL1 "	10159	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11051 "	" DNAJA4 "	18110	" protein_coding "	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11053 "	" TPM1 "	29283	" protein_coding "	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11055 "	" ARRDC4 "	13140	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11057 "	" USP3 "	90129	" protein_coding "	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11059 "	" BBS4 "	52297	" protein_coding "	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11061 "	" CYP1A1 "	6068	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11063 "	" LINS1 "	43861	" protein_coding "	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11065 "	" PCSK6 "	228060	" protein_coding "	1	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11067 "	" SCAMP2 "	29635	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11069 "	" POLG "	29663	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11071 "	" ABHD2 "	114901	" protein_coding "	0	1	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11073 "	" TICRR "	55574	" protein_coding "	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11075 "	" DET1 "	52235	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11077 "	" ZNF710 "	80814	" protein_coding "	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11079 "	" MCTP2 "	252414	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11081 "	" IQGAP1 "	114025	" protein_coding "	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11083 "	" EFL1 "	132533	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11085 "	" RHOT2 "	6088	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11087 "	" NDUFB10 "	2467	" protein_coding "	3	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11089 "	" ADAMTSL3 "	385756	" protein_coding "	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11091 "	" NPTN "	74120	" protein_coding "	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11093 "	" CCNB2 "	19967	" protein_coding "	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11095 "	" AP3S2 "	64039	" protein_coding "	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11097 "	" POLR3K "	7221	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11099 "	" WDR90 "	18522	" protein_coding "	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11101 "	" CCDC78 "	4372	" protein_coding "	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11103 "	" TEDC2 "	4883	" protein_coding "	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11105 "	" TBC1D24 "	34509	" protein_coding "	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11107 "	" LARP6 "	25029	" protein_coding "	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11109 "	" ARIH1 "	128659	" protein_coding "	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11111 "	" HDGFL3 "	95280	" protein_coding "	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11113 "	" ZNF592 "	57797	" protein_coding "	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11115 "	" FAM96A "	21459	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11116 "	" KIF7 "	46662	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11118 "	" PEX11A "	13019	" protein_coding "	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11120 "	" ANPEP "	30512	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11122 "	" ANKDD1A "	46798	" protein_coding "	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11124 "	" DIS3L "	40681	" protein_coding "	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11126 "	" RCCD1 "	8255	" protein_coding "	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11128 "	" ISLR2 "	38229	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11130 "	" TBC1D2B "	93688	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11132 "	" ZNF598 "	12169	" protein_coding "	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11134 "	" E4F1 "	12176	" protein_coding "	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11136 "	" ECI1 "	12905	" protein_coding "	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11138 "	" LRRC28 "	139367	" protein_coding "	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11140 "	" MAP2K1 "	105495	" protein_coding "	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11142 "	" SNUPN "	28386	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11143 "	" SIN3A "	86463	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11145 "	" C15orf40 "	23200	" protein_coding "	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11147 "	" CHRNA5 "	29749	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11149 "	" TMEM266 "	169284	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11151 "	" AKAP13 "	368787	" protein_coding "	0	6	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11153 "	" ISG20 "	20330	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11155 "	" STARD5 "	15130	" protein_coding "	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11157 "	" MCRIP2 "	11657	" protein_coding "	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11159 "	" PEAK1 "	319488	" protein_coding "	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11161 "	" SNX33 "	14395	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11162 "	" CHD2 "	127816	" protein_coding "	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11164 "	" ZWILCH "	45169	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11166 "	" SNAPC5 "	7678	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11168 "	" ZSCAN2 "	26810	" protein_coding "	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11170 "	" SCAND2P "	16027	" transcribed_unprocessed_pseudogene "	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11171 "	" WDR73 "	15062	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11173 "	" COX5A "	18377	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11175 "	" MPI "	12214	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11176 "	" EDC3 "	65734	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11178 "	" ARID3B "	56954	" protein_coding "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11180 "	" OAZ2 "	15708	" protein_coding "	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11182 "	" ST20 "	24862	" protein_coding "	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11184 "	" MRPS11 "	13320	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11186 "	" RGMA "	53931	" protein_coding "	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11188 "	" DNM1P46 "	16771	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11190 "	" BRICD5 "	2697	" protein_coding "	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11192 "	" ODF3L1 "	3711	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11194 "	" GDPGP1 "	12003	" protein_coding "	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11196 "	" MEX3B "	4363	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11198 "	" TBL3 "	10896	" protein_coding "	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11200 "	" GOLGA6L4 "	9595	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11202 "	" ALDH1A3 "	38912	" protein_coding "	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11204 "	" HDDC3 "	5232	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11206 "	" CIB1 "	4072	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11208 "	" TARSL2 "	71006	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11210 "	" SV2B "	201359	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11212 "	" WASH3P "	14940	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11214 "	" MORF4L1 "	87646	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11216 "	" FSD2 "	50708	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11218 "	" THSD4 "	686431	" protein_coding "	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11220 "	" HYKK "	29808	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11222 "	" HBA2 "	834	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11224 "	" UBE2Q2P1 "	44435	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11226 "	" SPATA41 "	5198	" lincRNA "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11228 "	" MAN2A2 "	20366	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11230 "	" TPSB2 "	2912	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11231 "	" BLM "	98838	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11233 "	" RAB40C "	39915	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11235 "	" NMB "	3434	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11237 "	" MSRB1 "	5116	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11239 "	" PRC1 "	29591	" protein_coding "	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11241 "	" C2CD4B "	1748	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11243 "	" JPT2 "	24024	" protein_coding "	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11245 "	" SNORA10 "	132	" snoRNA "	4	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11247 "	" HEXA "	35557	" protein_coding "	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11249 "	" GOLGA2P7 "	30825	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11251 "	" WASH4P "	3687	" unprocessed_pseudogene "	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11253 "	" DNM1P51 "	13385	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11255 "	" RPL9P25 "	578	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11257 "	" PLEKHO2 "	26124	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11259 "	" ARPIN "	17950	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11261 "	" RN7SL417P "	264	" misc_RNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11263 "	" UBL7-AS1 "	20037	" antisense "	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11265 "	" LINC01197 "	118030	" lincRNA "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11267 "	" SNHG9 "	550	" lincRNA "	3	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11269 "	" PRC1-AS1 "	22279	" antisense "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11271 "	" LINC00924 "	74752	" lincRNA "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11273 "	" USP3-AS1 "	57342	" antisense "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11275 "	" ACTG1P17 "	13031	" transcribed_processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11277 "	" MRPL46 "	7943	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11279 "	" UBE2Q2L "	9744	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11281 "	" IQCH-AS1 "	118225	" lincRNA "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11283 "	" LINC00933 "	9526	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11285 "	" HSPE1P3 "	308	" processed_pseudogene "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11287 "	" ANP32BP1 "	1296	" transcribed_processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11289 "	" SNHG19 "	561	" lincRNA "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11291 "	" LMF1-AS1 "	13462	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11293 "	" LOXL1-AS1 "	20177	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11295 "	" NDUFAB1 "	15354	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11297 "	" CIAPIN1 "	19359	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11298 "	" CREBBP "	155672	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11300 "	" GDE1 "	20456	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11302 "	" CX3CL1 "	12590	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11304 "	" MMP25 "	14045	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11306 "	" ZNF200 "	13896	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11308 "	" MVP "	27645	" protein_coding "	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11309 "	" ALG1 "	53419	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11311 "	" KIAA0556 "	230236	" protein_coding "	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11313 "	" HERPUD1 "	12815	" protein_coding "	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11315 "	" FLYWCH1 "	39271	" protein_coding "	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11317 "	" METTL22 "	27971	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11318 "	" ROGDI "	5982	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11320 "	" DNAJA2 "	18426	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11322 "	" CSNK2A2 "	40013	" protein_coding "	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11323 "	" NDE1 "	83086	" protein_coding "	2	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11325 "	" IL4R "	51110	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11327 "	" SRCAP "	43200	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11329 "	" CYLD "	59885	" protein_coding "	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11331 "	" RRN3 "	34295	" protein_coding "	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11333 "	" MMP2 "	116991	" protein_coding "	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11335 "	" LPCAT2 "	77672	" protein_coding "	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
