"external_gene_name"	"length"	"biotype"	"protein_coding"	"antisense"	"processed_pseudogene"	"transcribed_processed_pseudogene"	"X3prime_overlapping_ncRNA"	"lincRNA"	"sense_intronic"	"sense_overlapping"	"miRNA"	"rRNA"	"snRNA"	"snoRNA"	"vaultRNA"	"macro_lncRNA"	"unprocessed_pseudogene"	"TEC"	"misc_RNA"	"processed_transcript"	"bidirectional_promoter_lncRNA"	"transcribed_unprocessed_pseudogene"	"unitary_pseudogene"	"transcribed_unitary_pseudogene"	"polymorphic_pseudogene"	"IG_V_gene"	"pseudogene"	"ribozyme"	"sRNA"	"non_coding"	"scaRNA"	"IG_C_pseudogene"
"12855"	"IZUMO4"	3164	"protein_coding"	32	5	2	1	0	4	0	0	5	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12857"	"PALM"	39390	"protein_coding"	41	6	2	1	0	7	1	0	2	1	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12859"	"MKNK2"	13779	"protein_coding"	34	5	2	1	0	4	0	0	5	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12861"	"CDH20"	222191	"protein_coding"	3	0	2	0	0	6	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12863"	"RBFA"	12039	"protein_coding"	9	3	1	0	0	7	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12865"	"LPIN2"	96321	"protein_coding"	10	6	6	3	0	5	1	0	0	0	2	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12867"	"MYOM1"	153301	"protein_coding"	10	9	7	3	0	4	0	0	0	0	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12869"	"CEP76"	40944	"protein_coding"	10	2	8	1	0	7	1	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12871"	"RNMT"	37898	"protein_coding"	6	10	7	0	0	0	2	0	2	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12873"	"LAMA1"	176070	"protein_coding"	4	4	2	1	0	4	1	0	0	0	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12875"	"ANKRD12"	149757	"protein_coding"	8	5	5	0	0	3	3	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12877"	"MIB1"	166000	"protein_coding"	6	5	2	0	0	7	2	0	3	1	3	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12879"	"RIOK3"	33780	"protein_coding"	8	1	3	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12880"	"TUBB4A"	8529	"protein_coding"	21	2	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12882"	"PEX11G"	20574	"protein_coding"	40	7	6	0	0	1	0	0	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12884"	"PLEKHJ1"	7620	"protein_coding"	32	6	2	1	0	4	4	0	6	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12886"	"AMH"	2764	"protein_coding"	32	6	2	1	0	3	4	0	6	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12888"	"RETN"	1410	"protein_coding"	36	7	4	0	0	2	0	0	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12890"	"TLE6"	17738	"protein_coding"	24	8	4	0	0	0	4	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12892"	"SGTA"	28657	"protein_coding"	30	7	4	0	0	1	4	0	2	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12894"	"TIMM44"	17202	"protein_coding"	43	9	5	0	0	2	0	0	2	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12896"	"EBI3"	8033	"protein_coding"	35	10	1	0	0	1	2	0	2	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12898"	"CACTIN"	16174	"protein_coding"	30	8	3	0	0	1	2	0	1	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12900"	"PLIN3"	29427	"protein_coding"	21	13	1	0	0	3	0	0	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12902"	"CAPS"	4170	"protein_coding"	31	8	2	1	0	0	0	1	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12904"	"REEP6"	7180	"protein_coding"	41	12	1	1	0	6	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12906"	"RPS15"	2136	"protein_coding"	40	11	1	1	0	6	1	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12907"	"NDUFS7"	12062	"protein_coding"	39	8	0	0	0	3	0	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12909"	"GRIN3B"	9313	"protein_coding"	49	11	3	1	0	7	1	0	2	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12911"	"B4GALT6"	63589	"protein_coding"	13	9	5	1	0	1	2	0	0	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12913"	"KDSR"	39784	"protein_coding"	11	2	2	0	0	0	2	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12915"	"C19orf25"	18413	"protein_coding"	41	12	1	1	0	6	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12917"	"SLC25A23"	29124	"protein_coding"	24	10	4	1	0	0	1	1	4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12919"	"GTF2F1"	14412	"protein_coding"	29	11	4	1	0	0	1	1	4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12921"	"CLPP"	7458	"protein_coding"	29	11	4	1	0	0	1	1	4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12923"	"CD70"	20920	"protein_coding"	29	8	5	1	0	0	1	1	4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12925"	"SH2D3A"	15428	"protein_coding"	28	7	5	0	0	0	1	1	4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12927"	"GPR108"	7689	"protein_coding"	28	7	5	0	0	0	1	1	4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12929"	"S1PR4"	7986	"protein_coding"	31	10	4	0	0	1	2	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12931"	"MAP2K2"	33808	"protein_coding"	36	10	1	0	0	1	2	0	2	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12933"	"KDM4B"	184482	"protein_coding"	20	6	2	0	0	3	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12935"	"PSMG2"	67697	"protein_coding"	11	3	8	1	0	7	1	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12937"	"KLF16"	11169	"protein_coding"	40	10	1	1	0	4	0	0	4	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12939"	"SHC2"	44413	"protein_coding"	30	4	5	3	0	9	1	0	3	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12941"	"GAMT"	4544	"protein_coding"	40	12	1	1	0	6	1	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12943"	"RPL36"	16929	"protein_coding"	25	8	3	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12945"	"LSM7"	7103	"protein_coding"	33	5	2	1	0	3	4	0	5	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12947"	"ZNF557"	18524	"protein_coding"	25	4	3	0	0	0	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12949"	"NFATC1"	133469	"protein_coding"	8	4	0	0	0	9	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12951"	"BTBD2"	49443	"protein_coding"	38	6	1	1	0	4	0	0	5	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12953"	"CNDP2"	27638	"protein_coding"	8	1	1	0	0	4	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12955"	"MBD2"	73187	"protein_coding"	6	1	4	0	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12957"	"SPIRE1"	211622	"protein_coding"	12	4	14	2	0	7	1	0	0	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12959"	"KIAA1468"	122962	"protein_coding"	6	3	4	0	0	2	1	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12961"	"KCTD1"	202491	"protein_coding"	6	1	8	0	0	4	3	0	1	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12963"	"DSC2"	43575	"protein_coding"	8	4	0	0	0	3	0	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12965"	"ELP2"	51112	"protein_coding"	7	1	3	0	0	2	1	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12967"	"FHOD3"	482341	"protein_coding"	9	4	3	0	0	2	1	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12969"	"SS18"	74964	"protein_coding"	4	0	6	0	0	1	3	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12971"	"AFG3L2"	48370	"protein_coding"	13	6	11	2	0	8	1	0	0	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12973"	"IMPA2"	49858	"protein_coding"	11	7	14	2	0	10	0	0	1	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12975"	"SLC39A6"	20853	"protein_coding"	7	1	3	0	0	2	1	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12977"	"C18orf21"	7203	"protein_coding"	9	1	3	0	0	2	2	0	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12979"	"ASXL3"	172959	"protein_coding"	3	1	0	0	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12981"	"ESCO1"	71603	"protein_coding"	6	3	4	0	0	4	2	0	3	1	2	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12983"	"GATA6"	33085	"protein_coding"	4	5	4	0	0	6	0	0	3	1	4	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12985"	"RMC1"	28337	"protein_coding"	9	2	3	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12987"	"RNF165"	136331	"protein_coding"	12	0	3	0	0	1	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12988"	"DYM"	419873	"protein_coding"	8	3	0	0	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12990"	"MBD1"	14892	"protein_coding"	8	1	4	1	0	1	2	0	1	2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12991"	"SMAD4"	56651	"protein_coding"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12993"	"ZCCHC2"	64702	"protein_coding"	5	3	3	0	0	0	1	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12995"	"TXNL4A"	63138	"protein_coding"	10	4	1	0	0	7	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12997"	"NFIC"	154814	"protein_coding"	35	11	5	0	0	1	1	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12999"	"PLPP2"	10464	"protein_coding"	20	3	5	3	0	9	0	0	1	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13001"	"VAV1"	84652	"protein_coding"	29	6	5	0	0	0	1	1	4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13003"	"DUS3L"	6406	"protein_coding"	26	8	2	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13005"	"EVI5L"	34743	"protein_coding"	42	8	5	0	0	2	0	0	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13007"	"CCDC102B"	339980	"protein_coding"	3	3	5	1	0	4	2	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13008"	"SETBP1"	388337	"protein_coding"	1	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13010"	"PSTPIP2"	88736	"protein_coding"	10	1	2	0	0	0	3	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13012"	"HAUS1"	24001	"protein_coding"	10	1	2	0	0	0	1	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13014"	"TRAPPC8"	123963	"protein_coding"	12	8	7	1	0	2	3	0	0	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13016"	"CABYR"	22647	"protein_coding"	7	4	3	0	0	6	1	0	1	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13018"	"ANKRD29"	63959	"protein_coding"	10	4	3	0	0	2	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13020"	"CXXC1"	5961	"protein_coding"	8	1	4	1	0	1	2	0	1	2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13022"	"APCDD1"	35320	"protein_coding"	4	3	3	1	0	7	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13024"	"ABHD3"	53908	"protein_coding"	6	5	3	0	0	5	2	0	3	1	3	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13026"	"MUM1"	23720	"protein_coding"	43	12	1	1	0	6	1	0	1	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13028"	"CYB5A"	41169	"protein_coding"	8	1	1	0	0	4	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13030"	"SERPINB8"	49854	"protein_coding"	11	1	2	0	0	4	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13032"	"CCDC68"	57999	"protein_coding"	4	2	5	0	0	2	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13034"	"C18orf54"	27301	"protein_coding"	6	1	5	0	0	1	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13036"	"MAPRE2"	166542	"protein_coding"	9	1	2	0	0	7	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13038"	"LOXHD1"	180248	"protein_coding"	17	2	4	0	0	1	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13040"	"HDHD2"	43117	"protein_coding"	13	2	4	0	0	3	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13042"	"ACAA2"	31793	"protein_coding"	11	2	5	0	0	3	4	0	2	1	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13044"	"MIDN"	10587	"protein_coding"	44	9	1	1	0	6	1	0	2	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13046"	"EEF2"	9413	"protein_coding"	38	11	2	0	0	2	2	0	2	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13048"	"UBXN6"	12823	"protein_coding"	32	11	0	0	0	3	1	0	4	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13050"	"PLIN4"	16285	"protein_coding"	31	11	0	0	0	3	1	0	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13052"	"HSD11B1L"	7919	"protein_coding"	25	7	3	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13054"	"TTC39C"	142837	"protein_coding"	9	4	3	0	0	6	1	0	1	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13056"	"MTCL1"	127117	"protein_coding"	5	6	4	0	0	1	3	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13058"	"SOCS6"	41299	"protein_coding"	4	0	2	0	0	4	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13060"	"LRG1"	4065	"protein_coding"	31	11	0	0	0	3	1	0	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13062"	"BCL2"	196782	"protein_coding"	11	2	2	0	0	0	2	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13064"	"ZNF554"	15899	"protein_coding"	27	8	4	0	0	1	4	0	2	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13066"	"MOB3A"	25635	"protein_coding"	33	5	2	1	0	4	0	0	5	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13068"	"BSG"	12216	"protein_coding"	36	6	5	3	0	9	1	0	3	1	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13070"	"ZNF24"	13270	"protein_coding"	9	0	2	0	0	8	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13072"	"NDUFA11"	12730	"protein_coding"	30	8	2	1	0	0	0	1	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13074"	"MED16"	25588	"protein_coding"	45	9	3	1	0	7	1	0	2	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13076"	"PTPN2"	144165	"protein_coding"	10	6	5	0	0	5	1	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13078"	"ZNF77"	11753	"protein_coding"	22	8	4	0	0	1	4	0	2	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13080"	"TUBB6"	36651	"protein_coding"	13	7	11	2	0	8	1	0	0	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13082"	"RTTN"	202914	"protein_coding"	4	2	2	0	0	4	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13084"	"LMNB2"	29358	"protein_coding"	32	5	4	1	0	1	4	0	5	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13086"	"RNF152"	86184	"protein_coding"	5	2	2	0	0	5	1	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13088"	"DLGAP1-AS1"	4620	"antisense"	5	7	4	1	0	4	1	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13089"	"TGIF1"	48370	"protein_coding"	6	6	1	1	0	1	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"13091"	"STAP2"	18743	"protein_coding"	33	11	1	0	0	3	1	0	3	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13093"	"PARD6G"	90314	"protein_coding"	9	3	1	0	0	6	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13095"	"ZBTB7A"	22581	"protein_coding"	38	11	2	0	0	2	2	0	2	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13097"	"TSHZ1"	79195	"protein_coding"	4	1	0	0	0	5	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13099"	"ARHGAP45"	20705	"protein_coding"	49	10	3	1	0	7	1	0	2	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13101"	"MEX3D"	13389	"protein_coding"	38	10	2	2	0	6	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13103"	"CLEC4G"	4949	"protein_coding"	37	8	4	0	0	2	0	0	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13105"	"C2CD4C"	3732	"protein_coding"	28	3	5	3	0	9	0	0	3	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13106"	"CCBE1"	266440	"protein_coding"	5	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13108"	"MRPL54"	5911	"protein_coding"	31	5	2	0	0	1	2	0	1	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13110"	"TNFAIP8L1"	16050	"protein_coding"	28	11	0	0	0	3	0	0	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13112"	"PIP5K1C"	70296	"protein_coding"	32	6	3	0	0	1	2	0	1	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13114"	"ZNF396"	10640	"protein_coding"	9	0	2	0	0	8	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13116"	"ZSCAN30"	39187	"protein_coding"	9	1	1	0	0	8	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13118"	"PEAK3"	7554	"protein_coding"	33	6	2	1	0	3	4	0	6	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
