"external_gene_name"	"length"	"biotype"	"protein_coding"	"antisense"	"processed_pseudogene"	"transcribed_processed_pseudogene"	"X3prime_overlapping_ncRNA"	"lincRNA"	"retained_intron"	"sense_intronic"	"sense_overlapping"	"miRNA"	"piRNA"	"rRNA"	"siRNA"	"snRNA"	"snoRNA"	"tRNA"	"vaultRNA"	"macro_lncRNA"	"bidlncRNA"
"gen21247 "	" GGTA2P "	1124	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21248 "	" SNORA47 "	137	" snoRNA "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21249 "	" ETF1P2 "	1585	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21250 "	" LCE1F "	356	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21251 "	" ARHGAP8 "	110230	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21252 "	" RPL21P54 "	463	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21253 "	" ANOS2P "	164168	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21254 "	" RPS12P31 "	397	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21255 "	" RPL12P35 "	495	" processed_pseudogene "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21256 "	" LINC01214 "	21961	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21257 "	" RN7SL838P "	294	" misc_RNA "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21258 "	" LINC00880 "	41337	" lincRNA "	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21259 "	" OR7E89P "	821	" transcribed_unprocessed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21260 "	" PSMC1P7 "	1314	" processed_pseudogene "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21261 "	" RPL34P22 "	317	" processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21262 "	" LINC01213 "	1690	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen21263 "	" RN7SL334P "	278	" misc_RNA "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21264 "	" MTHFD2P1 "	28770	" transcribed_processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21265 "	" CTAGE8 "	2587	" protein_coding "	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21266 "	" RPL15P21 "	927	" processed_pseudogene "	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen21267 "	" APOOP4 "	596	" processed_pseudogene "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21268 "	" LINC00504 "	417704	" lincRNA "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"gen21269 "	" LINC02437 "	16189	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21270 "	" LINC01095 "	12458	" lincRNA "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21271 "	" LINC01091 "	280139	" lincRNA "	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21272 "	" LINC02147 "	341027	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21273 "	" ARHGEF38-IT1 "	8647	" sense_intronic "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21274 "	" PANCR "	19945	" lincRNA "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21275 "	" AACSP1 "	53574	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21276 "	" UCHL1-AS1 "	36653	" antisense "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21277 "	" PCAT4 "	50299	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"gen21278 "	" IMPA1P1 "	25565	" transcribed_unprocessed_pseudogene "	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21279 "	" LINC00605 "	1807	" lincRNA "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21280 "	" RNU4-29P "	173	" snRNA "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21281 "	" RN7SKP209 "	303	" misc_RNA "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21282 "	" SCARNA21 "	138	" scaRNA "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21283 "	" LINC01606 "	97609	" lincRNA "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21284 "	" STAU2-AS1 "	21522	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21285 "	" EVX1-AS "	5800	" antisense "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21286 "	" BCAS2P1 "	2681	" processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21287 "	" LINC00681 "	24048	" lincRNA "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21288 "	" PSMC1P9 "	1334	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21289 "	" KLRF2 "	14344	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21290 "	" PHBP19 "	753	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21291 "	" PPFIA2-AS1 "	41747	" lincRNA "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21292 "	" KRT73-AS1 "	13838	" antisense "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21293 "	" NBEAP1 "	30770	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21294 "	" SALL4P7 "	3119	" transcribed_processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21295 "	" CAP2P1 "	1389	" transcribed_processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21296 "	" DDX18P1 "	1991	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21297 "	" LINC01571 "	10654	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21298 "	" PWRN4 "	28263	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21299 "	" FSCN1P1 "	1480	" processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21300 "	" HNRNPCP4 "	899	" processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21301 "	" PCAT18 "	16017	" lincRNA "	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"gen21302 "	" TUFMP1 "	1346	" processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21303 "	" EIF5AP3 "	461	" processed_pseudogene "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21304 "	" LINC01926 "	20484	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"gen21305 "	" CYP4F24P "	19668	" unprocessed_pseudogene "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21306 "	" BNIP3P30 "	875	" processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21307 "	" PHBP20 "	817	" processed_pseudogene "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21308 "	" MESTIT1 "	4991	" antisense "	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21309 "	" SLC13A2 "	24488	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21310 "	" SLC18A1 "	38351	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21311 "	" UTS2 "	10429	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21312 "	" SLC12A3 "	50643	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21313 "	" SLC13A1 "	86455	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21314 "	" SI "	99597	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21315 "	" TDRD1 "	53034	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21316 "	" R3HDML "	14249	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21317 "	" SPINT3 "	3163	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21318 "	" MT4 "	3908	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21319 "	" CASP14 "	8909	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21320 "	" SIGLEC5 "	33618	" protein_coding "	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen21321 "	" KLF1 "	2777	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21322 "	" IL2 "	5255	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21323 "	" APOBEC1 "	16503	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21324 "	" LCT "	49340	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21325 "	" PLA2G2D "	7627	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21326 "	" ARR3 "	13535	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21327 "	" GUCY1B2 "	86351	" transcribed_unitary_pseudogene "	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"gen21328 "	" GTSF1L "	834	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21329 "	" CEACAM8 "	14814	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21330 "	" BTN1A1 "	9201	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21331 "	" SLC10A2 "	22848	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21332 "	" KIR2DL1 "	14511	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21333 "	" KRT36 "	6410	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21334 "	" CDX4 "	7991	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21335 "	" TRPM1 "	160212	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21336 "	" GIF "	16233	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21337 "	" TINAG "	82293	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21338 "	" GCM1 "	21865	" protein_coding "	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
"gen21339 "	" SLC28A2 "	25615	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21340 "	" MEP1B "	35335	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21341 "	" ACP4 "	4809	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"gen21342 "	" HORMAD1 "	22828	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen21343 "	" NT5DC4 "	21393	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21344 "	" LRTM1 "	48851	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21345 "	" TMEM236 "	48616	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21346 "	" SLC5A10 "	72250	" protein_coding "	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21347 "	" TMPRSS15 "	216763	" protein_coding "	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"gen21348 "	" PRG3 "	4381	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21349 "	" ITGAD "	33193	" protein_coding "	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"gen21350 "	" ADGRG4 "	115925	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21351 "	" CDCP2 "	20802	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21352 "	" DNAH3 "	226330	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21353 "	" CXCR5 "	14033	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21354 "	" CCDC27 "	25185	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21355 "	" ALPI "	3909	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21356 "	" SPTA1 "	76009	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21357 "	" FAM183BP "	1691	" processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21358 "	" DEFA5 "	1430	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21359 "	" DEFA6 "	1383	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21360 "	" SPIC "	11576	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"gen21361 "	" TBATA "	14162	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21362 "	" RAG1 "	82447	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21363 "	" MS4A6E "	61765	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21364 "	" LINC00483 "	6528	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21365 "	" NLRP7 "	42803	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21366 "	" MAJIN "	34568	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21367 "	" TM4SF20 "	19839	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21368 "	" ACTRT2 "	1420	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21369 "	" MUC17 "	38673	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21370 "	" AHSP "	939	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21371 "	" SERPINA9 "	16972	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21372 "	" GPR25 "	1223	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21373 "	" GTSF1 "	17652	" protein_coding "	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21374 "	" KRT27 "	5726	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21375 "	" SSX6 "	12218	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21376 "	" MS4A10 "	15957	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21377 "	" RXFP4 "	1239	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21378 "	" TRAPPC3L "	50621	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21379 "	" GP5 "	3533	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21380 "	" C12orf42 "	258419	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21381 "	" OR5AK2 "	995	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21382 "	" OR5AK3P "	1296	" unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21383 "	" FDCSP "	9181	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21384 "	" OR7E115P "	1023	" unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21385 "	" GDF3 "	5994	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21386 "	" BPIFC "	50637	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21387 "	" PRSS57 "	9952	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21388 "	" ATP4B "	9382	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21389 "	" HTR3E "	9931	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21390 "	" NBPF6 "	20720	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21391 "	" LILRP1 "	4301	" unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21392 "	" P2RY4 "	1594	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21393 "	" LCE4A "	1331	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21394 "	" KRT12 "	5907	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21395 "	" TREML4 "	10558	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"gen21396 "	" IGFL3 "	4603	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21397 "	" SULT1C3 "	18156	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21398 "	" NBPF4 "	20740	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21399 "	" CRYBA4 "	8708	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21400 "	" KRT39 "	8475	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21401 "	" SIGLEC15 "	18568	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21402 "	" IGKV7-3 "	297	" IG_V_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21403 "	" MDS2 "	59073	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21404 "	" RNU6-967P "	107	" snRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21405 "	" LY6G6F "	3710	" protein_coding "	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21406 "	" TRIM40 "	12627	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"gen21407 "	" IGFL2 "	18193	" protein_coding "	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21408 "	" OR5G5P "	18566	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21409 "	" IGLL3P "	1824	" unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21410 "	" HBM "	12876	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21411 "	" RNU6-5P "	106	" snRNA "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21412 "	" MIR203A "	109	" miRNA "	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0
"gen21413 "	" MIR559 "	95	" miRNA "	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0
"gen21414 "	" IGKV5-2 "	552	" IG_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21415 "	" IGKV2D-26 "	780	" IG_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21416 "	" IGKV3D-11 "	612	" IG_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21417 "	" IGLV4-60 "	482	" IG_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21418 "	" IGLV10-54 "	176627	" IG_V_gene "	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21419 "	" IGLV5-48 "	493	" IG_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21420 "	" IGLV5-37 "	495	" IG_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21421 "	" IGLV3-16 "	538	" IG_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21422 "	" IGLV3-12 "	758	" IG_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21423 "	" IGLV4-3 "	528	" IG_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21424 "	" IGLJ2 "	174	" IG_J_gene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21425 "	" IGLJ3 "	175	" IG_J_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21426 "	" TRGJ2 "	49	" TR_J_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21427 "	" TRGV8 "	592	" TR_V_gene "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21428 "	" TRBV6-1 "	489	" TR_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21429 "	" TRBV4-1 "	482	" TR_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21430 "	" TRBV6-4 "	455	" TR_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21431 "	" TRBV7-3 "	512	" TR_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21432 "	" TRBV9 "	521	" TR_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21433 "	" TRBV6-6 "	476	" TR_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21434 "	" TRBV7-6 "	541	" TR_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21435 "	" TRBV5-6 "	506	" TR_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21436 "	" TRBV5-1 "	867	" TR_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21437 "	" TRBV4-2 "	564	" TR_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21438 "	" TRBV23-1 "	506	" TR_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21439 "	" TRBV24-1 "	512	" TR_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21440 "	" TRBC1 "	1674	" TR_C_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21441 "	" TRBV27 "	515	" TR_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21442 "	" TRBV28 "	500	" TR_V_gene "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21443 "	" TRAV2 "	522	" TR_V_gene "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21444 "	" TRAV3 "	608	" TR_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21445 "	" TRAV5 "	527	" TR_V_gene "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21446 "	" TRAV6 "	591	" TR_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21447 "	" TRAV8-1 "	599	" TR_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21448 "	" TRAV10 "	603	" TR_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21449 "	" TRAV12-1 "	534	" TR_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21450 "	" TRAV8-2 "	684	" TR_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
